რეგიონი ,რაიონი,სკოლა,სამუშაოს ტიპი, თანხა 
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. გაუწყინარის საჯარო სკოლა,რეაბილიტაცია,"6,950.98"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. ნაესაკოვოს საჯარო სკოლა,რეაბილიტაცია,"9,852.35"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. ნოღოხაშის საჯარო სკოლა,რეაბილიტაცია,"21,498.76"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. წყემის საჯარო სკოლა,რეაბილიტაცია,"15,280.20"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. კვათანას საჯარო სკოლა,რეაბილიტაცია,"5,888.45"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. სუჯუნას საჯარო სკოლა,რეაბილიტაცია,"16,724.41"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. ზანათის საჯარო სკოლა,რეაბილიტაცია,"21,847.14"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. სამიქაოს საჯარო სკოლა,რეაბილიტაცია,"5,947.17"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. მაიდანის საჯარო სკოლა,რეაბილიტაცია,"14,234.22"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. ქოლობანის საჯარო სკოლა,რეაბილიტაცია,"12,925.21"
სამეგრელო–ზემოსვანეთი,აბაშა,სოფ. მარანის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"29,374.30"
სამეგრელო–ზემოსვანეთი,აბაშა, №1 საჯარო სკოლა,მომავლის კლასი,"29,128.60"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. კორცხელის საჯარო სკოლა,რეაბილიტაცია,"78,503.60"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ჯიხაშკარის  №1 საჯარო სკოლა,რეაბილიტაცია,"74,695.01"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ერგეტის საჯარო სკოლა ,რეაბილიტაცია,"34,421.40"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №5 საჯარო სკოლა,რეაბილიტაცია,"9,474.12"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №4 საჯარო სკოლა,რეაბილიტაცია,"49,408.06"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №11 საჯარო სკოლა,რეაბილიტაცია,"49,274.60"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №2 საჯარო სკოლა,რეაბილიტაცია,"4,926.30"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №2 საჯარო სკოლა,რეაბილიტაცია,"5,162.00"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №1 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"42,962.40"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ცაიშის (ცაცხვის) საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"16,779.64"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ონარიის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"49,104.00"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ჭითაწყარის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"53,172.08"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №3 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"59,202.26"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ინგირის №1 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"39,406.58"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ინგირის  №2 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"44,370.00"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. კახათის  №1 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"47,904.86"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ახალკახათის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"49,914.91"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. დარჩელის  №1 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"48,066.51"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ანაკლიის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"37,424.54"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ზედაეწერის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"48,079.60"
სამეგრელო–ზემოსვანეთი,ზუგდიდი, №6 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"21,465.74"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ოდიშის  №2 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"2,207.00"
სამეგრელო–ზემოსვანეთი,ზუგდიდი,სოფ. ოდიშის №1 საჯარო სკოლა,რეაბილიტაცია,"227,137.61"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. თამაკონის საჯარო სკოლა,რეაბილიტაცია,"19,858.00"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. მუხურჩის საჯარო სკოლა,რეაბილიტაცია,"90,667.88"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. მეორე ნამიკოლას საჯარო სკოლა,რეაბილიტაცია,"26,547.92"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. სერგიეთის საჯარო სკლა,რეაბილიტაცია,"19,523.52"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. დიდი ჭყონის  №1 საჯარო სკოლა,რეაბილიტაცია,"24,054.36"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. სალხინოს საჯარო სკოლა,ელექტრობა,"7,000.00"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. სალხინოს საჯარო სკოლა,ავეჯი,"9,150.00"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. სალხინოს საჯარო სკოლა,მშენებლობა,"470,343.87"
სამეგრელო–ზემოსვანეთი,მარტვილი,სოფ. ხუნწას საჯარო სკოლა,რეაბილიტაცია,"279,305.11"
სამეგრელო–ზემოსვანეთი,მარტვილი, №1 საჯარო სკოლა,მომავლის კლასი,"28,655.00"
სამეგრელო–ზემოსვანეთი,სენაკი, სოფ. უშაფათის საჯარო სკოლა,რეაბილიტაცია,"4,246.00"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. ზანის საჯარო სკოლა,რეაბილიტაცია,"23,535.17"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. ქვემო ფოცხოს საჯარო სკოლა,რეაბილიტაცია,"28,910.72"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. ხორშის საჯარო სკოლა,რეაბილიტაცია,"29,898.96"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. ახალისოფლის საჯარო სკოლა,რეაბილიტაცია,"7,015.00"
სამეგრელო–ზემოსვანეთი,სენაკი, სოფ. ძველი სენაკის საჯარო სკოლა,რეაბილიტაცია,"17,663.00"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. ნოსირის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"32,437.81"
სამეგრელო–ზემოსვანეთი,სენაკი,სოფ. თეკლათის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"36,212.16"
სამეგრელო–ზემოსვანეთი,სენაკი, №1 საჯარო სკოლა,მომავლის კლასი,"24,835.21"
სამეგრელო–ზემოსვანეთი,ფოთი, №15 საჯარო სკოლა,რეაბილიტაცია,"63,325.24"
სამეგრელო–ზემოსვანეთი,ფოთი, №7 საჯარო სკოლა,რეაბილიტაცია,"110,077.21"
სამეგრელო–ზემოსვანეთი,ფოთი, №4 საჯარო სკოლა,გაზმომარაგების სამუშაოები,"11,900.00"
სამეგრელო–ზემოსვანეთი,ფოთი, №5 საჯარო სკოლა,გაზმომარაგების სამუშაოები,"15,955.00"
სამეგრელო–ზემოსვანეთი,ფოთი, №3 საჯარო სკოლა,მომავლის კლასი,"23,513.73"
სამეგრელო–ზემოსვანეთი,წალენჯიხა,სოფ. ჯვარის №4 (ოჭანე) საჯარო სკოლა,რეაბილიტაცია,"22,625.00"
სამეგრელო–ზემოსვანეთი,წალენჯიხა,სოფ. ნაკიფუს  №1 საჯარო სკოლა,რეაბილიტაცია,"56,190.35"
სამეგრელო–ზემოსვანეთი,წალენჯიხა, №4 (ქვ. მაზანდარა)საჯარო სკოლა ,რეაბილიტაცია,"18,138.31"
სამეგრელო–ზემოსვანეთი,წალენჯიხა,სოფ. ლიის  №1 საჯარო სკოლა,რეაბილიტაცია,"67,734.17"
სამეგრელო–ზემოსვანეთი,წალენჯიხა, №5 საჯარო სკოლა,რეაბილიტაცია,"9,450.32"
სამეგრელო–ზემოსვანეთი,წალენჯიხა, №1 საჯარო სკოლა,მომავლის კლასი,"28,686.01"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. თორსის საჯარო სკოლა ,რეაბილიტაცია,"50,194.40"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. შავღელეს (პატ. ფოთის ციტრ.)საჯარო სკოლა,რეაბილიტაცია,"23,498.15"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. ახალსოფლის საჯარო სკოლა,რეაბილიტაცია,"53,141.56"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. შუახორგის საჯარო სკოლა,რეაბილიტაცია,"19,766.84"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. ქვემო ქვალონის  №2 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"59,894.74"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. პირველი მაისის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"14,053.38"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. ხეთას საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"49,171.11"
სამეგრელო–ზემოსვანეთი,ხობი, №2 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"7,123.75"
სამეგრელო–ზემოსვანეთი,ხობი, №2 საჯარო სკოლა,მომავლის კლასი,"28,544.06"
სამეგრელო–ზემოსვანეთი,ხობი,სოფ. ხამისქურის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"23,832.40"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,დ.ჩხოროწყუს №1 საჯარო სკოლა,რეაბილიტაცია,"64,980.55"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,დ.ჩხოროწყუს №1 საჯარო სკოლა,მომავლის კლასი,"25,675.09"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,სოფ. ხაბუმეს თემის  №1 საჯარო სკოლა,რეაბილიტაცია,"15,000.00"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,სოფ. კირცხის თემის  №1 საჯარო სკოლა,რეაბილიტაცია,"24,320.00"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,სოფ. ზუმის საჯარო სკოლა,რეაბილიტაცია,"9,839.27"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,სოფ. ახუთის  №1 საჯარო სკოლა,სკოლის ტერიტორიაზე საყრდენი კედლის მოწყობა,"53,707.71"
სამეგრელო–ზემოსვანეთი,ჩხოროწყუ,სოფ. ლესიჭინეს  №1 საჯარო სკოლა,რეაბილიტაცია,"65,127.91"
სამეგრელო–ზემოსვანეთი,მესტია, №2 საჯარო სკოლა,რეაბილიტაცია,"36,008.10"
სამეგრელო–ზემოსვანეთი,მესტია,სოფ. ჭუბერის საჯარო სკოლა,რეაბილიტაცია,"37,178.20"
სამეგრელო–ზემოსვანეთი,მესტია,სოფ. ეცერის საჯარო სკოლა,რეაბილიტაცია,"21,020.47"
სამეგრელო–ზემოსვანეთი,მესტია,სოფ. მულახის საჯარო სკოლა,რეაბილიტაცია,"19,362.00"
სამეგრელო–ზემოსვანეთი,მესტია,სოფ. ნაკრას საჯარო სკოლა,რეაბილიტაცია,"19,509.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ზუბის საჯარო სკოლა,რეაბილიტაცია,"24,211.30"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ლუხვანოს საჯარო სკოლაზე შერწყმული ზარაგულას დაწყ.სკოლა და ზედა ლუხვანოს დაწყ.სკოლა,რეაბილიტაცია,"16,811.72"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ლასურიაშის საჯარო სკოლა,რეაბილიტაცია,"22,795.80"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ბარდნალის საჯარო სკოლა,რეაბილიტაცია,"86,913.58"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ლაცორიის საჯარო სკოლაზე შერწყმული ხოჯის დაწყ. სკოლა,რეაბილიტაცია,"9,859.40"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,სოფ. ალპანის საჯარო სკოლა,რეაბილიტაცია,"41,243.60"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,ცაგერის საჯარო სკოლა,გათბობის სისტემის რეაბილიტაცია,"21,934.78"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ცაგერი,ცაგერის საჯარო სკოლა,მომავლის კლასი,"24,724.72"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური, №2 საჯარო სკოლა,რეაბილიტაცია,"27,643.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური, №2 საჯარო სკოლა,გაზმომარაგების სამუშაოები,"9,297.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური, №1 საჯარო სკოლა,გაზმომარაგების სამუშაოები,"3,525.00"
,ამბროლაური, №1 საჯარო სკოლა,მომავლის კლასი,"27,936.49"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ. ლიხეთის საჯარო სკოლა,რეაბილიტაცია,"87,474.80"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ. კვაცხუთის საჯარო სკოლა,რეაბილიტაცია,"21,483.80"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ. თლუღის საჯარო სკოლა,რეაბილიტაცია,"19,054.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ. ნიკორწმინდის საჯარო სკოლა,რეაბილიტაცია,"18,541.10"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,სოფ. ჭრებალოს საჯარო სკოლა,რეაბილიტაცია,"49,917.55"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ამბროლაური,პროფესიული სასწავლებელი,მშენებლობა,"1,441,849.24"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,სოფ. პიპილეთის საჯარო სკოლა,რეაბილიტაცია,"5,817.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,სოფ. უწერის საჯარო სკოლა,რეაბილიტაცია,"8,763.39"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,ონის საჯარო სკოლა,რეაბილიტაცია,"10,167.20"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,ონის საჯარო სკოლა,მომავლის კლასი,"34,343.34"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,სოფ. ღების საჯარო სკოლა,რეაბილიტაცია,"17,351.70"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ონი,სოფ. ღარის საჯარო სკოლა,რეაბილიტაცია,"130,861.96"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი, №1 საჯარო სკოლა,რეაბილიტაცია,"13,988.67"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი, №1 საჯარო სკოლა,მომავლის კლასი,"23,631.96"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,სოფ. რცხმელურის საჯარო სკოლა,რეაბილიტაცია,"19,096.20"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,სოფ. სასაშის საჯარო სკოლა,რეაბილიტაცია,"11,842.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,სოფ. ხელედის საჯარო სკოლა,რეაბილიტაცია,"10,500.00"
რაჭა–ლეჩხუმი და ქვემო სვანეთი,ლენტეხი,სოფ. ჩიხარეშის საჯარო სკოლა,რეაბილიტაცია,"8,476.00"
გურია,ლანჩხუთი,სოფ. ნიგვზიანის საჯარო სკოლა,რეაბილიტაცია,"37,358.76"
გურია,ლანჩხუთი,სოფ. ჯურუყვეთის  №1 საჯარო სკოლა,რეაბილიტაცია,"20,156.00"
გურია,ლანჩხუთი,სოფ. აკეთის საჯარო სკოლა,რეაბილიტაცია,"22,928.30"
გურია,ლანჩხუთი, №2 საჯარო სკოლა,რეაბილიტაცია,"15,696.47"
გურია,ლანჩხუთი, №3 საჯარო სკოლა,რეაბილიტაცია,"16,086.72"
გურია,ლანჩხუთი,სოფ. ჩიბათის საჯარო სკოლა,ელექტრობა,"10,500.00"
გურია,ლანჩხუთი,სოფ. ჩიბათის საჯარო სკოლა,ავეჯი,"26,670.00"
გურია,ლანჩხუთი,სოფ. ჩიბათის საჯარო სკოლა,პროექტირება/მშენებლობა,"1,757,865.28"
გურია,ლანჩხუთი,სოფ. ნინოშვილის საჯარო სკოლა,რეაბილიტაცია,"19,180.60"
გურია,ლანჩხუთი,ხაჯალიას საჯარო სკოლა,ელექტრობა,"7,000.00"
გურია,ლანჩხუთი,ხაჯალიას საჯარო სკოლა,ავეჯი,"26,860.00"
გურია,ლანჩხუთი,ხაჯალიას საჯარო სკოლა,პროექტირება/მშენებლობა,"1,921,950.01"
გურია,ლანჩხუთი,სოფ. ქვიანას საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"12,280.48"
გურია,ლანჩხუთი,სოფ. ნიგოითის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"31,710.39"
გურია,ლანჩხუთი,სოფ. შუხუთის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"29,318.70"
გურია,ლანჩხუთი, №1 საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"5,902.50"
გურია,ლანჩხუთი, №1 საჯარო სკოლა,მომავლის კლასი,"22,673.63"
გურია,ლანჩხუთი,სოფ. ახალსოფლის საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"9,704.85"
გურია,ლანჩხუთი,სოფ. ლესას საჯარო სკოლა,რეაბილიტაცია (გზისპირა),"19,763.12"
გურია,ოზურგეთი, №1 საჯარო სკოლა,რეაბილიტაცია,"63,951.65"
გურია,ოზურგეთი, №2 საჯარო სკოლა,რეაბილიტაცია,"4,117.39"
გურია,ოზურგეთი, №2 საჯარო სკოლა,მომავლის კლასი,"23,055.00"
გურია,ოზურგეთი, №5 (დაბა ანასეულის) საჯარო სკოლა,რეაბილიტაცია,"28,291.06"
გურია,ოზურგეთი,სოფ. კონჭკათის საჯარო სკოლა,რეაბილიტაცია,"28,306.00"
გურია,ოზურგეთი,სოფ. მაკვანეთის საჯარო სკოლა,რეაბილიტაცია,"10,004.23"
გურია,ოზურგეთი,სოფ. მთისპირის საჯარო სკოლა,რეაბილიტაცია,"14,991.26"
გურია,ოზურგეთი,სოფ. შრომის საჯარო სკოლა,რეაბილიტაცია,"19,672.00"
გურია,ოზურგეთი,სოფ. ცხემლისხიდის საჯარო სკოლა,რეაბილიტაცია,"8,486.71"
გურია,ოზურგეთი,სოფ. შემოქმედის საჯარო სკოლა,რეაბილიტაცია,"3,225.00"
გურია,ოზურგეთი,სოფ. კვირიკეთის საჯარო სკოლა,რეაბილიტაცია,"4,963.00"
გურია,ოზურგეთი,სოფ. ლიხაურის საჯარო სკოლა,რეაბილიტაცია,"18,003.28"
გურია,ოზურგეთი,სოფ. ქვ. ნატანების საჯარო სკოლა,რეაბილიტაცია,"10,040.00"
გურია,ოზურგეთი,სოფ.ძიმითის საჯარო სკოლა,რეაბილიტაცია,"8,473.75"
გურია,ოზურგეთი,დაბა ლაითურის  საჯარო სკოლა,რეაბილიტაცია,"8,771.00"
გურია,ოზურგეთი,სოფ. მელექედურის საჯარო სკოლა,რეაბილიტაცია,"4,867.00"
გურია,ოზურგეთი,სოფ. ზემო ნატანების საჯარო სკოლა,რეაბილიტაცია,"7,507.00"
გურია,ჩოხატაური,სოფ. ბუკნარი საჯარო სკოლა,რეაბილიტაცია,"12,695.13"
გურია,ჩოხატაური,სოფ. გოგოლესუბნის საჯარო სკოლა,რეაბილიტაცია,"32,144.20"
გურია,ჩოხატაური,სოფ. ბუკისციხის საჯარო სკოლა,რეაბილიტაცია,"32,053.33"
გურია,ჩოხატაური,სოფ. კოხნარის საჯარო სკოლა,რეაბილიტაცია,"15,415.01"
გურია,ჩოხატაური,სოფ. ვანზომლეთის საჯარო სკოლა,რეაბილიტაცია,"20,525.22"
გურია,ჩოხატაური,სოფ. სამების საჯარო სკოლა,რეაბილიტაცია,"6,883.00"
გურია,ჩოხატაური,სოფ. ბასილეთის საჯარო სკოლა,რეაბილიტაცია,"18,257.50"
გურია,ჩოხატაური,სოფ. ქვაბღის საჯარო სკოლა,ძველი ინტერნატის შენობისდემონაჟის სამუშაოები,"12,205.00"
გურია,ჩოხატაური,სოფ. ქვაბღის საჯარო სკოლა,ელექტრობა,"7,000.00"
გურია,ჩოხატაური,სოფ. ქვაბღის საჯარო სკოლა,პროექტირება/მშენებლობა,"597,141.19"
გურია,ჩოხატაური,სოფ. ქვაბღის საჯარო სკოლა,ელექტროგამათბობელი მოწყობილობების შესყიდვა,"3,080.00"
გურია,ჩოხატაური,სოფ. ჩაისუბნის საჯარო სკოლა,რეაბილიტაცია,"205,186.93"
გურია,ჩოხატაური,სოფ. ჩაისუბნის საჯარო სკოლა,გაზმომარაგების სამუშაოები,"4,335.00"
გურია,ჩოხატაური, №1 საჯარო სკოლა,მომავლის კლასი,"24,406.00"
სამცხე–ჯავახეთი,ასპინძა,სოფ. დამალის საჯარო სკოლა,რეაბილიტაცია,"8,596.70"
სამცხე–ჯავახეთი,ასპინძა,სოფ. ხიზაბავრის საჯარო სკოლა,რეაბილიტაცია,209857.26
სამცხე–ჯავახეთი,ასპინძა,სოფ. ნაქალაქევის საჯარო სკოლა,რეაბილიტაცია,"11,120.63"
სამცხე–ჯავახეთი,ასპინძა,სოფ. ივერიის საჯარო სკოლა,რეაბილიტაცია,"12,628.51"
სამცხე–ჯავახეთი,ასპინძა,სოფ. აწყვიტის საჯარო სკოლა,რეაბილიტაცია,"12,826.98"
სამცხე–ჯავახეთი,ასპინძა,სოფ. ოშორის საჯარო სკოლა,რეაბილიტაცია,"11,405.03"
სამცხე–ჯავახეთი,ასპინძა,სოფ. ძველის საჯარო სკოლა,რეაბილიტაცია,"11,734.72"
სამცხე–ჯავახეთი,ასპინძა,სოფ. რუსთავის საჯარო სკოლა,რეაბილიტაცია,"13,843.04"
სამცხე–ჯავახეთი,ასპინძა,ნიჯგორის საჯარო სკოლა,ელექტრობა,"4,700.00"
სამცხე–ჯავახეთი,ასპინძა,ნიჯგორის საჯარო სკოლა,ავეჯი,"5,100.00"
სამცხე–ჯავახეთი,ასპინძა,ნიჯგორის საჯარო სკოლა,მშენებლობა,"330,540.25"
სამცხე–ჯავახეთი,ასპინძა,მირაშხანის საჯარო სკოლა,ელექტრობა,"10,500.00"
სამცხე–ჯავახეთი,ასპინძა,მირაშხანის საჯარო სკოლა,ავეჯი,"9,460.00"
სამცხე–ჯავახეთი,ასპინძა,მირაშხანის საჯარო სკოლა,მშენებლობა,"562,386.00"
სამცხე–ჯავახეთი,ასპინძა,დაბა ასპინძის საჯარო სკოლა,მომავლის კლასი,"30,995.50"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. კორხის  საჯარო  სკოლა,რეაბილიტაცია,"33,999.00"
სამცხე–ჯავახეთი,ახალქალაქი,#2  საჯარო სკოლა,რეაბილიტაცია,"16,359.19"
სამცხე–ჯავახეთი,ახალქალაქი,#2  საჯარო სკოლა,მომავლის კლასი,"34,838.68"
სამცხე–ჯავახეთი,ახალქალაქი,#3  საჯარო სკოლა,ელექტრობა,"21,500.00"
სამცხე–ჯავახეთი,ახალქალაქი,#3  საჯარო სკოლა,ავეჯი,"19,805.00"
სამცხე–ჯავახეთი,ახალქალაქი,#3  საჯარო სკოლა,მშენებლობა,"2,751,145.22"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. ჩამდურის  საჯარო  სკოლა,რეაბილიტაცია,"110,004.71"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. ბარალეთის  #1  საჯარო  სკოლა,რეაბილიტაცია,"25,239.00"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. ვაჩიანის  საჯარო  სკოლა,რეაბილიტაცია,"40,998.00"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. ალათუმანის საჯარო სკოლა,რეაბილიტაცია,"39,779.00"
სამცხე–ჯავახეთი,ახალქალაქი,სოფ. პატარა სამსარის საჯარო სკოლა,რეაბილიტაცია,"78,879.00"
სამცხე–ჯავახეთი,ახალციხე, №6 საჯარო სკოლა,რეაბილიტაცია,"17,093.42"
სამცხე–ჯავახეთი,ახალციხე,სოფ. ანდრიაწმინდის საჯარო სკოლა,რეაბილიტაცია,"15,213.70"
სამცხე–ჯავახეთი,ახალციხე, №3 საჯარო სკოლა,რეაბილიტაცია,"11,775.82"
სამცხე–ჯავახეთი,ახალციხე, №5 საჯარო სკოლა,რეაბილიტაცია,"63,560.63"
სამცხე–ჯავახეთი,ახალციხე, №5 საჯარო სკოლა,ავეჯი,"14,215.00"
სამცხე–ჯავახეთი,ახალციხე, №5 საჯარო სკოლა,ელექტრობა,"7,000.00"
სამცხე–ჯავახეთი,ახალციხე, №5 საჯარო სკოლა,გაზიფიცირების სამუშაოები,"4,495.30"
სამცხე–ჯავახეთი,ახალციხე, №5 საჯარო სკოლა,კორპუსის მშენებლობა,"946,393.89"
სამცხე–ჯავახეთი,ახალციხე, №2 საჯარო სკოლა,რეაბილიტაცია,"13,876.97"
სამცხე–ჯავახეთი,ახალციხე, №1 საჯარო სკოლა,რეაბილიტაცია,"16,769.73"
სამცხე–ჯავახეთი,ახალციხე,სოფ. თისელის საჯარო სკოლა,რეაბილიტაცია,"20,851.37"
სამცხე–ჯავახეთი,ახალციხე,სოფ. ვალეს  №3 საჯარო სკოლა,რეაბილიტაცია,"24,944.73"
სამცხე–ჯავახეთი,ახალციხე,სოფ. წნისის საჯარო სკოლა,რეაბილიტაცია,"9,796.84"
სამცხე–ჯავახეთი,ახალციხე, №7 საჯარო სკოლა,რეაბილიტაცია,"489,997.37"
სამცხე–ჯავახეთი,ადიგენი,სოფ. წახანის საჯარო სკოლა,რეაბილიტაცია,"27,947.32"
სამცხე–ჯავახეთი,ადიგენი,სოფ. ხევაშენის საჯარო სკოლა,რეაბილიტაცია,"5,065.90"
სამცხე–ჯავახეთი,ადიგენი,სოფ. ფხეროს საჯარო სკოლა,რეაბილიტაცია,"19,010.80"
სამცხე–ჯავახეთი,ადიგენი,სოფ. ქვ.ენთელის საჯარო სკოლა,რეაბილიტაცია,"2,929.00"
სამცხე–ჯავახეთი,ადიგენი,სოფ. ზანავის საჯარო სკოლა,რეაბილიტაცია,"13,385.00"
სამცხე–ჯავახეთი,ადიგენი,სოფ. ბოლაჯურის საჯარო სკოლა,რეაბილიტაცია,"29,789.84"
სამცხე–ჯავახეთი,ადიგენი,სოფ. მლაშის საჯარო სკოლა,რეაბილიტაცია,"7,246.57"
