რეგიონი,რაიონი,სკოლა,მოსწავლეები,მასწავლებლები,მისამართი
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №39 საჯარო სკოლა,1405,78,გლდანის მას. 1-ლი მ/რ
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №45 საჯარო სკოლა,854,48,სარაჯიშვილის ქ. №25
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №48 საჯარო სკოლა,635,50,"თემქის მე-11მ/რ, 1-ლი კვარტალი"
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №59 საჯარო სკოლა,818,50,გლდანულა
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №6 საჯარო სკოლა,382,27,თიანეთის გზატკეცილი №25
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №69 საჯარო სკოლა,954,47,გლდანის მე-7 მ/რ
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №71 საჯარო სკოლა,1009,58,გლდანის მე-8 მ/რ
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №79 საჯარო სკოლა,431,40,გლდანის 1-ლი მიკრო
თბილისი,გლდანი-ნაძალადევი,სსიპ - ქალაქ თბილისის №9 საჯარო სკოლა,670,45,გ. სააკაძის ქ. №29
თბილისი,გლდანი-ნაძალადევი,სსიპ - შოთა რუსთაველის სახელობის ქალაქ თბილისის №112 საჯარო სკოლა,1035,63,ც. დადიანის ქ. №28
თბილისი,გლდანი-ნაძალადევი,"შპს  ""კანდიდი"" საშუალო სკოლა",365,48,გლდანის მე-7 მ/რ. კორპ.23
თბილისი,გლდანი-ნაძალადევი,შპს  ახალი ქართული გიმნაზია,216,36,"თბილისი, კლდიაშვილის ქ.№15"
თბილისი,გლდანი-ნაძალადევი,შპს  დეა,118,24,"ქ. თბილისი, გ. ზაზიაშვილის ქ. №1"
თბილისი,გლდანი-ნაძალადევი,შპს  თამარიონი,540,65,"თბილისი, თემქა, 11მ/რ 1 კვ. 10 კ. 73 ბ"
თბილისი,გლდანი-ნაძალადევი,შპს  თბილისის ნიჭიერთა კერძო სკოლა აკადემია,217,30,"თბილისი, მუხიანის დას. მე-2 მ/რ, დუმბაძე/ნონეშვილის გადაკვეთა"
თბილისი,გლდანი-ნაძალადევი,შპს  კოლეჯი და სკოლა-ლიცეუმი ფესვები,176,25,"თბილისი, მოსკოვის გამზ. №40ბ. ბ.87"
თბილისი,გლდანი-ნაძალადევი,შპს  ლაშარი,143,3,"თბილისი,მუხიანის მე-3 მ/რ, დუმბაძისა და ი. ნონეშვილის ქუჩებს შორს"
თბილისი,გლდანი-ნაძალადევი,შპს  ლომისი I,273,34,"თბილისი, გლდანის მე3 მ/რ, 190 ბ/ბაღი"
თბილისი,გლდანი-ნაძალადევი,შპს  ნუნუ ავაგუმაშვილი,187,31,"თბილისი, გუდამაყრის ქ. №4"
თბილისი,გლდანი-ნაძალადევი,შპს  ოაზისი,240,26,"თბილისი, სანზონა, კორპ.24, ბინა 82"
თბილისი,გლდანი-ნაძალადევი,შპს  პეგას,191,28,"თბილისი, გ. ჭყონდიდელის ქუჩა 6"
თბილისი,გლდანი-ნაძალადევი,შპს  სამეცნიერო - საწარმოო ფირმა ალმასი,201,34,"თბილისი, გლდანის მე-2 მკ.რ №45ა."
თბილისი,გლდანი-ნაძალადევი,შპს  სერვანტესის სახელობის გიმნაზია აია-ჯესს,578,68,"თბილისი, იპოლიტ-ივანოვის ქ. №10"
თბილისი,გლდანი-ნაძალადევი,შპს  ქ.თბილისის საშუალო სკოლა ლამპარი,252,29,"თბილისი, მუხიანის დას, მე-3 მ/რ, კორპ 5. ბ45"
თბილისი,გლდანი-ნაძალადევი,შპს  ქართულ-ამერიკული უმაღლესი სკოლა,790,67,"თბილისი, აღმაშენებლის გამზირი 86"
თბილისი,გლდანი-ნაძალადევი,შპს  ქართულ-ინგლისური სკოლა ბრიტანიკა,247,32,"თბილისი, გურამიშვილი 76"
თბილისი,გლდანი-ნაძალადევი,შპს  ცოდნა,269,35,"თბილისი, გლდანის მე-8 მ/რ, 71 სკოლა"
თბილისი,გლდანი-ნაძალადევი,შპს  ცოდნა - ნათელა მურადაშვილი,37,15,"თბილისი, გლდანის მე-8 მ/რ, 115 სკოლა"
თბილისი,გლდანი-ნაძალადევი,შპს ალბიონი,110,19,"თბილისი, თემქა IV მ/რ. კორპ 10. ბ10"
თბილისი,გლდანი-ნაძალადევი,შპს ივერიონი,0,18,"მუხიანის მ/რ, №17, ბინა 70"
თბილისი,გლდანი-ნაძალადევი,შპს ლილე,163,22,"ქ. თბილისი, ნოდარ დუმბაძის გამზირი №33"
თბილისი,გლდანი-ნაძალადევი,შპს პოლიგლოტი,101,21,გუდამაყრის ქ. №4
თბილისი,გლდანი-ნაძალადევი,შპს ცისაკარი,93,21,"თბილისი, ჩოდრიშვილის ქ. 42"
თბილისი,დიდუბე-ჩუღურეთი,ა(ა)იპ თავისუფალი პედაგოგიკის ცენტრის სამკურნალო-პედაგოგიური სკოლა,64,11,"თბილისი, ლებანიძის ქ. N 10 (ყოფილი ბორჯომის 10)"
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - დიმიტრი უზნაძის სახელობის ქალაქ თბილისის №22 საჯარო სკოლა,931,63,მირცხულავას ქ.4
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №100 საჯარო სკოლა,399,33,ბაგრატიონის ქ.58
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №116 საჯარო სკოლა,1210,87,იამანიძის  ქ. №7
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №130 საჯარო სკოლა,731,56,დიღმის მას. IV კვ.
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №140 საჯარო სკოლა,598,46,დიღმის მას. V კვ.
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №147 საჯარო სკოლა,1830,99,დიღმის მას. III კვ.
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №155 საჯარო სკოლა,917,58,ა. წერეთლის გამზ. №110
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №166 საჯარო სკოლა,1520,92,წერეთლის გ. №42
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №169 საჯარო სკოლა,683,44,დიღმის მას. II კვ.
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №2 საჯარო სკოლა,447,39,მეუნარგიას ქ. №28
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №26 საჯარო სკოლა,283,21,სააკაძის ქ. №14
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №4 საჯარო სკოლა,829,57,ცოტნე დადიანის ქ. №19
თბილისი,დიდუბე-ჩუღურეთი,სსიპ - ქალაქ თბილისის №5 საჯარო სკოლა,472,36,ხუდადოვის ქ.63
თბილისი,დიდუბე-ჩუღურეთი,შპს  აიბი - მთიები,824,47,"თბილისი, პეკინის ქ. №34, ქუთაისის ქ. №20"
თბილისი,დიდუბე-ჩუღურეთი,შპს  ბრიტანული ცენტრის წმინდა ნიკოლოზის სახელობის სკოლა,164,20,"ქ. თბილისი, ლუბლიანას ქ. №21"
თბილისი,დიდუბე-ჩუღურეთი,შპს  დათა,26,10,"თბილისი, ჯავახიშვილის ქ. 40"
თბილისი,დიდუბე-ჩუღურეთი,შპს  ვახტანგ ესვანჯიას სახელობის იტალიური სკოლა ცისკარი,257,51,"თბილისი, თ.ერისთავის ქ. N 2ა"
თბილისი,დიდუბე-ჩუღურეთი,შპს  თბილისის მწვანე სკოლა,769,91,"თბილისი, დიღმის მასივი, VI კვარტალი, ნაკვეთი 027/002"
თბილისი,დიდუბე-ჩუღურეთი,შპს  კაი ყმა,127,24,"წყალტუბოს
ქ., კორპ. 3, ბ. 60"
თბილისი,დიდუბე-ჩუღურეთი,შპს  მწიგნობარი,65,11,"თბილისი, ქინძმარაულის
ქ. 23 ბ.69"
თბილისი,დიდუბე-ჩუღურეთი,შპს  საბანკო იურიდიული ლიცეუმი,60,11,"თბილისი, კიევის ქ.4"
თბილისი,დიდუბე-ჩუღურეთი,შპს  საერო საშუალო სკოლა-კომპლექსი სადუნი,469,56,"თბილისი, წერეთლის გ.77"
თბილისი,დიდუბე-ჩუღურეთი,შპს  სწავლების თანამედროვე ტექნოლოგიებზე ორიენტირებული საერო სკოლა ბინული,278,35,"თბილისი, ზოვრეთის ქ.№16"
თბილისი,დიდუბე-ჩუღურეთი,შპს  ქ.თბილისის მრავალპროფილიანი ზოგადსაგანმანათლებლო საერო სასწავლებელი მარჯი,181,30,"თბილისი, დ.აღმაშენებლის ქ.95"
თბილისი,დიდუბე-ჩუღურეთი,შპს გეტი,279,33,"თბილისი, წერეთლის №112"
თბილისი,დიდუბე-ჩუღურეთი,შპს საუნჯე,94,28,"თბილისი, გლდანულა, 59-ე საშუალო სკოლა"
თბილისი,დიდუბე-ჩუღურეთი,შპს ყოვლადწმიდა სამების სახელობის ქართული აკადემია,106,13,"ქ. თბილისი, ზაზიაშვილის ქ. №1"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ  თბილისის თავისუფალი ვალდორფის სკოლა-ბაღი,311,40,"ქ. თბილისი, თოფურიას ქ.№2"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ  კრეატიული განათლების სკოლა,37,18,ვ.ფშაველას 1 შეს. #7.
თბილისი,ვაკე-საბურთალო,ა(ა)იპ  ჩვენი სკოლა,129,20,"თბილისი, ნუცუბიძის ქ. №18. ბ.11"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ საქართველოს ნიკო ბაგრატიონის (ნიკო ბურის) კავშირი. (ნიკო ბაგრატიონის სახ. თავად-აზნაურთა სკოლა-ლიცეუმი),88,27,"თბილისი,ყაზბეგის გამზირი 34ა"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ საქართველოს საპატრიარქოს წმინდა ილია მართლის სახელობის თბილისის სკოლა,579,61,"თბილისი,პეტრიწის ქ. №9ა, ბინა 38"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ საქართველოს საპატრიარქოს წმინდა ნინოს სახელობის მართლმადიდებლური სკოლა,235,40,"თბილისი,ჭოველიძის №12"
თბილისი,ვაკე-საბურთალო,ა(ა)იპ წმინდა ექვთიმე და გიორგი მთაწმინდელების სახელობის მართლმადიდებლური ზოგადსაგანმანათლებლო საშუალო სკოლა,583,71,"თბილისი,ეტრიწის ქ. N4"
თბილისი,ვაკე-საბურთალო,სს - გივი ზალდასტანიშვილის სახელობის ამერიკული აკადემია თბილისში,265,26,"თბილისი, ჭავჭავაძის გამზ.37ა"
თბილისი,ვაკე-საბურთალო,სსიპ - ვლადიმირ კომაროვის თბილისის ფიზიკა-მათემატიკის №199 საჯარო სკოლა,1082,77,ვ.ფშაველას გამზ № 49
თბილისი,ვაკე-საბურთალო,სსიპ - თბილისის პირველი ექსპერიმენტული საჯარო სკოლა,2512,148,"თბილისი, საირმის ქ. №84"
თბილისი,ვაკე-საბურთალო,სსიპ - მიხეილ გრუშევსკის სახელობის ქალაქ თბილისის №41 საჯარო სკოლა,523,38,"თბილისი, ირ.აბაშიძის №15"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №102 საჯარო სკოლა,513,38,"თბილისი, ნუცუბიძის პლატო მე-4 მ/რ"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №122 საჯარო სკოლა,746,46,"თბილსი, ქავთარაძის ქ.  №23ა"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №123 საჯარო სკოლა,598,50,"თბილისი, იმედაშვილის ქ. №4"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №126 საჯარო სკოლა,962,58,"თბილისი, ვ.ფშაველას გამზ. №71"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №128 საჯარო სკოლა,948,54,"თბილისი, თოფურიას ქ. №12"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №137 საჯარო სკოლა,634,65,გრიშაშვილის ქ1
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №151 საჯარო სკოლა,1095,69,"თბილისი, ვაჟა-ფშაველას №61 მეორე კვარტალი"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №158 საჯარო სკოლა,397,29,"თბილისი, ვაშლიჯვარი, გოძიაშვილის ქ. მეორე შესახვევი №21"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №161 საჯარო სკოლა,2560,141,"თბილისი, იოსებიძის ქ. №50"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №162 საჯარო სკოლა,466,36,ფანასკერტელის ქ. №12
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №165 საჯარო სკოლა,724,46,"თბილისი, ზ. ფალიაშვილის ქ №57"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №17 საჯარო სკოლა,219,23,"თბილისი, აღმაშენებლის ხეივანი მე-14 კმ."
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №171 საჯარო სკოლა,572,46,"თბილისი, ნუცუბიძის პლატო, III მ/რ II კვ. ძოწენიძის ქ. №3"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №186 საჯარო სკოლა,1289,79,"თბილისი, დიდი/დიღომი, პეტრიწის ქ.№8ა"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №192 საჯარო სკოლა,1133,70,"თბილისი, დ. დიღმის III მ/რ."
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №195 საჯარო სკოლა,691,54,"თბილისი, ს. ჩიქოვანის ქ.26"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №198 საჯარო სკოლა,158,38,შარტავას ქ.№20
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №203 საჯარო სკოლა,159,38,"თბილისი, ნუცუბიძის ქ. №5"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №210 საჯარო სკოლა,718,48,"სოფ. დიღომი, სარაჯიშვილის 12"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №35 საჯარო სკოლა,821,55,"თბილისი, ქავთარაძის 16/ა"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №54 საჯარო სკოლა,691,48,"თბილისი, ზ. ფალიაშვილის ქ. №59"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №55 საჯარო სკოლა,1652,134,"თბილისი, ი. ჭავჭავაძის გამზ №38"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №60 საჯარო სკოლა,968,62,"თბილისი, ალ. ყაზბეგის გამზ. №39"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №61 საჯარო სკოლა,921,57,"თბილისი, დოლიძის ქ. №3"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №62 საჯარო სკოლა,896,52,"თბილისი, შარტავას ქ. №20"
თბილისი,ვაკე-საბურთალო,სსიპ - ქალაქ თბილისის №64 საჯარო სკოლა,1066,69,"თბილისი, ვ.ფშაველას გამზ. №6-ა"
თბილისი,ვაკე-საბურთალო,სსიპ - ქართველ იუნკერთა სახელობის ქალაქ თბილისის №52 საჯარო სკოლა,1641,95,"თბილისი, ალ. ყაზბეგის გამზ. №27"
თბილისი,ვაკე-საბურთალო,შპს   იუჯი სკოლა,182,42,"თბილისი, კოსტავას ქ. №77ა"
თბილისი,ვაკე-საბურთალო,შპს  აისი,166,33,"თბილისი, ქავთარაძის ქ. №27"
თბილისი,ვაკე-საბურთალო,შპს  არასახელმწიფო საერო ზოგადსაგანმანათლებლო საშუალო სკოლა - მერმისი,249,35,"თბილისი, ჭავჭავავძის გამზირი 17ა"
თბილისი,ვაკე-საბურთალო,შპს  არასახელმწიფო საერო საშუალო სკოლა ათინათი,183,28,"თბილისი, ალექსიძის ქ. №3"
თბილისი,ვაკე-საბურთალო,შპს  ასი ათასი მოწამის სახელობის სკოლა ფესვები,487,42,"თბილისი, დიდი დიღომი გ. ბრწყინვალეს ქ.5"
თბილისი,ვაკე-საბურთალო,შპს  ახალი ლიცეუმი,127,33,"თბილისი, საბურთალოს რაიონში, სახოკიას ქ. 12"
თბილისი,ვაკე-საბურთალო,შპს  ახალი სკოლა,378,47,"თბილისი, ბაგები, წყნეთის გზატკეცილი #35"
თბილისი,ვაკე-საბურთალო,შპს  ახალი ქართული სკოლა,60,3,"თბილისი, საბურთალოს ქ. №43"
თბილისი,ვაკე-საბურთალო,შპს  გიჩი-სკოლა ჯეჯილი,199,41,"თბილისი, ატენის18"
თბილისი,ვაკე-საბურთალო,შპს  გრაალი,50,13,"თბილისი, გამრეკელის 51"
თბილისი,ვაკე-საბურთალო,შპს  გურამ დევდარიანის საავტორო ფიზიკა-მათემატიკური სკოლა,64,35,"თბილისი, თემქა 11მ/რ 1 კვ. კორპ 13. ბ28"
თბილისი,ვაკე-საბურთალო,შპს  ერუდიტი,118,17,"ქ.თბილისი, 
ნადირაძის ქ. N22"
თბილისი,ვაკე-საბურთალო,შპს  თბილისის აკადემიური სკოლა,34,15,"თბილისი, შოვის ქუჩა № 3"
თბილისი,ვაკე-საბურთალო,შპს  თბილისის ზოგადსაგანმანათლებლო სკოლა-ლიცეუმი მწიგნობართუხუცესი,1252,174,"თბილისი, ნუცუბიძის 4/, ლაპლაპა №3"
თბილისი,ვაკე-საბურთალო,შპს  იოანე პეტრიწის სახელობის სკოლა იბერია,206,27,"თბილისი, სოფ. დიღომი, ნაკვეთი №35/113"
თბილისი,ვაკე-საბურთალო,შპს  კერძო სამართლის სამეწარმეო იურიდიული პირი-კერძო სკოლა ივერონი,133,26,"ქ.თბილისი, გიორგი ბრწყინვალეს ქ. №41ა"
თბილისი,ვაკე-საბურთალო,შპს  მერცხალი,0,16,"თბილისი, ნუცუბიძის ქ. №42"
თბილისი,ვაკე-საბურთალო,შპს  მომავლის სკოლა,236,50,"თბილისი, ფანასკერტელის ქ. №14"
თბილისი,ვაკე-საბურთალო,შპს  ნიუტონის თავისუფალი სკოლა,1035,91,"ქ.თბილისი, ვაჟა-ფშაველას გამზ. №40"
თბილისი,ვაკე-საბურთალო,შპს  ოლიმპი თბილისი +,448,50,"თბილისი, გლდანის რაიონი,შეშელიძის №77"
თბილისი,ვაკე-საბურთალო,შპს  რობერ შუმანის სახელობის ევროპული სასწავლებელი,1104,165,"თბილისი, ფალიაშვილის 42"
თბილისი,ვაკე-საბურთალო,შპს  საქართველოს საერო სამხატვრო აკადემია ხელოვნების უმაღლესი სკოლა,41,11,"თბილისი, პოლიტკოვსკაიას ქ. №8"
თბილისი,ვაკე-საბურთალო,შპს  საქართველოს სასწავლო ცენტრი ჯი-ელ-სი,296,58,"თბილისი, მინდელის №3"
თბილისი,ვაკე-საბურთალო,შპს  სკოლა ჯი-ვი-ენ,26,11,"ქ.თბილისი, ჭავჭავავძის გამზირი 17ა"
თბილისი,ვაკე-საბურთალო,შპს  ჩაღლარის საგანმანათლებლო დაწესებულებების სკოლა-ლიცეუმი სხივი,191,23,"თბილისი, დიღმის სასწავლო საცდელი მეურნ. ნაკვეთი №368"
თბილისი,ვაკე-საბურთალო,შპს  წმინდა დიმიტრი ყიფიანის სახელობის მრავალპროფილიანი სკოლა - კოლეჯი,122,16,"თბილისი, ჯიქიასქ. №10"
თბილისი,ვაკე-საბურთალო,შპს  ხიხანი მრავალპროფილიანი საშუალო სკოლა,185,18,"ქ. თბილისი, გურამიშვილის გამზ; №64"
თბილისი,ვაკე-საბურთალო,შპს ამერიკულ-ქართული განათლების ცენტრი,0,2,"თბილისი, დიდი დიღომი, დემეტრე თავდადებულის ქ. №18.ბინა №65"
თბილისი,ვაკე-საბურთალო,შპს ბაქსვუდის საერთაშორისო სკოლა - თბილისი,464,30,"თბილისი, დოლიძის ქ. #2, დაბა წყნეთი"
თბილისი,ვაკე-საბურთალო,შპს ბრიტანულ ქართული აკადემია,320,29,"თბილისი, ნინო რამიშვილის ქ. №6"
თბილისი,ვაკე-საბურთალო,შპს გურამ დოჩანაშვილი - საერთაშორისო ქართული სკოლა,93,20,"ქ. თბილისი,  ვაჟა-ფშაველას მესამე კვ. №8ა კ."
თბილისი,ვაკე-საბურთალო,შპს ევროპული სკოლა,540,81,"თბილისი, ყაზბეგის გამზ. 34ა"
თბილისი,ვაკე-საბურთალო,შპს ეროვნული სკოლა ლიდერი,114,23,"ვარკეთილი, მე-3 მასივი, მე-2მ/რ კორპ.27, ბინა53"
თბილისი,ვაკე-საბურთალო,შპს კავკასიის აკადემია,0,0,ა. პოლიტკოვსკაიას ქ. 10
თბილისი,ვაკე-საბურთალო,შპს საერთაშორისო აკადემია ლოგოსი,65,23,"ქ. თბილისი, ელ. ჩერქეზიშვილის ქ. №4"
თბილისი,ვაკე-საბურთალო,შპს ქართულ-ამერიკული სკოლა. Georgian-American School,199,29,"ქ. თბილისი, ჭავჭავაძის გამზ. ჩიხი I, №6"
თბილისი,ვაკე-საბურთალო,შპს ქორალი,391,47,"თბილისი, დიღმის სასწავლო საცდელი მეურნეობა"
თბილისი,ვაკე-საბურთალო,შპს წმინდა გიორგის სახელობის ბრიტანულ - ქართული სკოლა ,149,26,"თბილისი, ჯანაშიას ქ. 11/18"
თბილისი,ისანი-სამგორი,სპს - კერძო საშუალო სკოლა დავითიანი ნინო ჩოხელი,209,23,"თბილისი, ბაბუციძის ქ. №5"
თბილისი,ისანი-სამგორი,სსიპ - ექვთიმე თაყაიშვილის სახელობის ქალაქ თბილისის №163 საჯარო სკოლა,1134,65,ვაზისუბნის დას. მე-3 მ/რ 1-ლი კვარტალი
თბილისი,ისანი-სამგორი,სსიპ - ვაჟა-ფშაველას სახელობის ქალაქ თბილისის №87 საჯარო სკოლა,1503,74,"თბილისი, ქეთევან წამებულის ქ. №90-ა"
თბილისი,ისანი-სამგორი,სსიპ - მიხეილ ჯავახიშვილის სახელობის ქალაქ თბილისის №124 საჯარო სკოლა,1203,73,მოსკოვის გამ. მე-2 კვარტალი
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №103 საჯარო სკოლა,545,52,მესხეთის ქ. №72
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №105 საჯარო სკოლა,1027,64,"ვარკეთილი - 3, I-ლი მ/რ."
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №106 საჯარო სკოლა,538,42,"ქ. თბილისი, ბოგდან  ხმელნიცკის ქ., საავიაციო ქარხნის მე-4  დასახლება"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №107 საჯარო სკოლა,1290,74,ლილოს დასახლება
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №108 საჯარო სკოლა,924,48,შუამთის ქ. №20
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №117 საჯარო სკოლა,1371,86,თრიალეთის ქ. №7
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №127 საჯარო სკოლა,519,36,რუსთავის გზატკ. №18
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №131 საჯარო სკოლა,697,43,ჭიჭინაძის ქ. №12
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №139 საჯარო სკოლა,863,51,მ. ლაღიძის ქ. №20
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №144 საჯარო სკოლა,428,33,ორთაჭალის ქ. №8
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №145 საჯარო სკოლა,790,42,ჯავახეთის ქ. №11-ა
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №146 საჯარო სკოლა,1128,60,აეროდრომის დას. მე-14 ქუჩა
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №152 საჯარო სკოლა,756,50,ვარკეთილის მასივის ზემო პლატო
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №153 საჯარო სკოლა,836,57,"ფონიჭალა, ვაგზლის ქ. №25"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №156 საჯარო სკოლა,648,40,"ორხევის  დასახლება,  ჩანტლაძის ( ყოფილი ახვლედიანის) ქ. №28"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №157 საჯარო სკოლა,1246,66,ვარკეთილის მე-4 მ/რ მე-3 კვარტალი
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №168 საჯარო სკოლა,631,40,საქნავთის  დასახლება
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №172 საჯარო სკოლა,1017,61,"ქ. თბილისი, ვაზისუბნის დასახ., მე-4 მ/რ,  პირველი  კვარტალი"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №176 საჯარო სკოლა,756,46,ვარკეთილი მე-4 მ/რ მე-2 რიგი №1
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №179 საჯარო სკოლა,781,46,ვარკეთილი 3 მე-3ა მ/რ
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №180 საჯარო სკოლა,1581,88,"ვარკეთილი 3, IV მ/რ"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №182 საჯარო სკოლა,1403,71,ვარკეთილის მე-2 მ/რ
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №215 საჯარო სკოლა,403,40,სოფელი ვარკეთილი
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №216 საჯარო სკოლა,175,24,სოფ. ნასაგური
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №217 საჯარო სკოლა,301,29,სოფელი დიდი ლილო
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №218 საჯარო სკოლა,507,46,სოფ. ფონიჭალა
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №219 საჯარო სკოლა,196,23,სოფ. წინუბანი
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №65 საჯარო სკოლა,313,33,გორგასლის №75
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №70 საჯარო სკოლა,884,63,ფონიჭალა 3
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №72 საჯარო სკოლა,1396,91,გორგასლის ქ. №2
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №74 საჯარო სკოლა,662,42,კაკაბეთის ქ. №2
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №76 საჯარო სკოლა,679,42,აეროპორტის დასახლება
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №81 საჯარო სკოლა,652,45,"თბილისი, ჩკალოვის №3"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №82 საჯარო სკოლა,920,54,"თბილისი, ნაკადულის ქ №6"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №83 საჯარო სკოლა,1206,68,"თბილისი, მოსკოვის გამზ. №37"
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №85 საჯარო სკოლა,868,49,"თბილისი, ხმელნიცკის ქ. №61"
