რეგიონი,რაიონი,სკოლა,მოსწავლეები,მასწავლებლები,მისამართი
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №86 საჯარო სკოლა,314,27,ბეღლეთის №12
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №89 საჯარო სკოლა,764,52,ქეთევან წამებულის ქ. №40
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №90 საჯარო სკოლა,767,56,ვაზისუბნის დას. დ. კვაჭანტირაძის ქ. №2
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №92 საჯარო სკოლა,706,45,ვაზისუბნის I მ/რ
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №94 საჯარო სკოლა,1734,98,ჭიჭინაძის ქ. №15-ა
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №96 საჯარო სკოლა,756,54,ქ. წამებულის ქ. №57
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №97 საჯარო სკოლა,501,36,ბ. ხმელნიცკის ქ. №48
თბილისი,ისანი-სამგორი,სსიპ - ქალაქ თბილისის №99 საჯარო სკოლა,1079,63,დიდგორის ქ. №1
თბილისი,ისანი-სამგორი,სსიპ - ქაქუცა ჩოლოყაშვილის სახელობის ქალაქ თბილისის №178 საჯარო სკოლა,1035,61,ვარკეთილი 3 მე-2 მ/რ
თბილისი,ისანი-სამგორი,შპს  არასახელმწიფო საერო საუნივერსიტეტო საშუალო სკოლა შოვი,206,23,"თბილისი, ლილოს დას. 63-ე პროფ. სასწ. ცენტრი"
